7.549436487909757520e-01,9.448019423868333488e-01,6.174088268329167573e-01,6.620176262244017451e-01
5.710831368880731063e-01,3.066579262175153087e-01,1.993328484593219763e-01,8.175046019265517216e-01
6.273646894762757720e-01,1.150437067239457045e-01,2.194197515555873501e-02,1.365191726452327226e-01
6.037779187032743522e-02,3.874126790385621355e-01,1.086662515934435636e-01,2.657588606764732519e-01
5.792629081350892939e-01,6.078926588861091052e-01,7.659225147484106655e-01,1.905172537173926983e-01
7.108848633248464610e-01,4.835443426304223413e-01,1.235630409453858380e-01,4.692060092025974738e-01
9.170475557591799554e-01,9.275496429597812620e-01,2.231691226606870027e-01,9.687548917023484085e-01
5.700238724306260218e-01,8.883396487111924200e-01,4.148383831870338101e-01,9.594352201205380570e-01
6.086645237173523570e-01,6.757492248339634910e-01,4.746191581468361953e-02,2.697221806376193243e-01
8.171546505620378431e-01,1.760568916584810406e-01,1.532348310710016648e-01,8.308095261258530151e-02
3.874679575187012226e-01,4.786573666854249121e-01,4.181169264669429841e-01,9.858161229881046150e-02
9.867022918386678665e-01,8.123074417866262831e-01,6.444608184347299096e-01,7.079152877966673474e-01
3.874943699269107755e-01,5.321218587940934608e-01,9.442026537547852927e-01,2.172157722480517750e-01
8.201125686889323418e-01,8.686623841969842719e-02,6.970975187843890808e-01,4.951409736476815038e-01
7.104562074059845855e-01,2.841461515325877096e-01,4.851750190083143899e-01,3.796549990358404347e-01
2.244575020844772340e-01,3.035932352411430113e-01,1.002496101904658543e-01,2.576138434231225460e-01
9.549684154512355638e-01,4.562098753424187469e-01,5.038901992993376489e-01,1.482558611085589284e-01
1.149126925460807191e-01,3.860411769845931707e-01,6.126831326548866086e-01,9.329637794716701960e-01
6.884471787741687221e-01,8.188336908519776580e-01,1.814576346414997765e-01,3.645651759094505895e-01
9.892799701885593988e-01,4.705133901686298081e-01,1.938712355905269913e-02,7.056286369169685324e-01
4.609192769644196996e-01,9.457072738387017896e-02,6.750782226179902201e-01,3.082912114213317567e-01
5.510947322724999431e-01,4.036167051460984867e-01,2.011167560828259759e-01,1.482340644129420681e-01
4.087043706810017385e-01,1.320679431925452230e-01,2.819690670077956707e-01,3.329679703520546097e-01
5.255713190154387426e-02,4.368504383945449598e-01,1.031251135317975409e-01,1.523588500472363716e-01
7.342686215110726389e-01,9.634619697034534358e-01,7.127227818608651289e-01,4.147994242566115375e-01
8.542252755596999592e-01,2.596304849043898910e-01,5.688456263156669301e-01,4.835571672775151875e-02
6.969459084962809081e-01,7.212079754295455114e-01,4.589518784228027171e-01,4.198662597973989996e-02
5.721296163226867737e-01,3.717576178969400624e-01,6.650212622928018957e-01,8.981635017172553415e-01
1.510528371006570891e-01,6.293867105618750069e-01,4.972576799885186638e-02,7.432097864001467880e-01
2.731669662765081608e-01,6.040009770437841929e-01,7.861053244312824484e-01,6.875284658217851730e-01
6.454512828757197340e-02,2.457005456846869107e-01,7.311318300428691908e-01,9.225268453263700819e-01
6.538159437501323001e-02,2.920501249847786696e-01,8.745027948506434168e-02,1.042992814522691880e-03
6.407395423354794728e-01,8.861416463904818741e-01,6.468086159979904437e-01,5.498531685560942295e-01
4.577203532883320491e-01,1.490591355247369298e-01,3.796295207867970145e-01,9.038267871320950775e-01
7.387542301622330720e-01,4.569518129766341197e-01,8.181506151117960979e-01,2.719023873219816867e-02
9.012827463229405867e-01,1.171644042048919365e-01,3.237952938001085190e-01,8.246912083779670555e-01
7.811940933091300332e-01,5.686313611572468840e-01,9.036518675373196308e-01,3.834801616779121014e-01
4.827986805931560044e-01,3.006138876758779332e-01,4.187150809810353813e-01,4.237549147213209855e-01
2.552915001189937083e-01,8.424300054839317653e-02,9.198905812881774668e-02,9.071416540926338090e-01
1.752808032785672099e-01,8.432064523475741868e-01,3.199868108310158776e-01,4.398042613806453227e-01
7.596855251950617172e-01,3.275938585665194580e-01,1.513038802094738289e-01,4.459079036390513062e-01
7.995048882766491172e-01,4.401924062293974815e-01,4.452863964619397930e-01,7.290329462275701999e-02
1.176002848479023033e-01,7.346099852127907504e-02,6.822485581231858554e-01,6.964915234377899722e-01
5.729032621876007925e-01,7.815701940149699656e-02,7.706939166088033755e-01,6.355209725154550293e-01
4.449835462564954991e-02,1.599313156530822733e-01,2.066397677222923113e-01,1.040856410076872463e-01
9.842731242998136176e-01,2.826906005290384938e-01,1.189493424827351431e-01,6.143590708221764451e-01
1.449578594977386503e-01,1.643728015634536854e-01,2.781622061406991975e-01,9.068491769368591804e-02
4.700519417131288069e-01,5.559064565036339056e-01,9.264918633325233133e-01,1.433717360386623785e-01
6.390690769822002792e-01,8.856058150217138714e-01,3.894932387437207710e-01,4.044557301503991509e-01
2.049967870269953085e-01,3.524359987731477961e-01,9.199090457956036193e-01,7.431362594208449357e-01
5.183651535570283908e-01,3.356417137207896584e-01,6.120614625237602580e-01,7.308649069451373936e-01
7.348877900917579753e-01,9.460918665033641872e-01,8.589760205953961281e-01,7.903887389076172942e-01
9.421015347651944261e-01,7.245289879265486288e-01,5.747653159927935684e-01,9.445798924228592242e-01
8.463120652215860851e-01,4.357709825951145977e-01,4.658686006734669149e-01,7.537900724058713697e-01
9.815037436724227682e-01,9.025262348865585871e-01,8.353603636012547629e-01,1.900345986305018720e-01
5.029020747414617576e-01,3.246932755384888125e-01,1.576869768423450058e-02,7.917012275212201855e-01
4.473274359754240148e-01,3.066536868923391834e-01,9.578270205158209150e-01,3.931195890017301631e-01
4.802043315618680364e-01,5.142634564839509981e-01,7.643196309805720956e-01,9.400421351535934722e-01
5.725448562793585827e-01,8.674073405949470628e-01,3.560502929234277136e-01,2.538651594578589243e-02
9.468169120865098654e-01,1.870516629153324839e-01,4.040693396974472940e-01,4.476578796789348891e-01
1.121823044627296984e-01,7.408563569701955842e-01,2.968294843277874406e-01,5.220990060671202304e-01
1.591777598571371133e-01,9.531362792704056730e-03,5.006658501596550348e-01,6.681585918509740374e-01
6.693962176719079338e-01,9.817810552184902395e-01,1.176163692959730778e-02,7.024313195270242005e-01
3.768428828143740583e-01,9.937445418125946395e-01,1.338429800424774108e-01,2.772878404150873610e-01
1.572176029982431666e-01,3.787115130556335529e-01,2.122373617655850531e-01,8.395800225849973097e-01
4.717261880340902769e-01,4.526088205865641534e-02,2.421280720044431956e-01,8.988078744939622666e-01
2.416154387012138249e-01,3.376358819179414716e-03,6.979696772881167632e-01,5.881472227120078111e-01
2.953610780965254534e-02,4.469104305040879632e-01,5.209552599522249139e-01,3.161106887919394870e-01
7.207991969929340437e-01,2.629424784931366776e-01,5.101539520726711130e-01,3.425111855871535438e-01
1.894635478232655768e-01,9.588782567261133760e-02,4.688800501748767724e-01,4.877250472012016891e-01
7.253923708667809889e-01,1.779165622864999907e-01,6.256140847369953129e-01,7.365182884152176035e-01
4.834554661054329960e-01,4.180982752063995278e-01,1.860353744744311921e-01,8.543755214829992228e-01
2.615992530868043175e-01,1.268525427099409519e-01,9.023483147011833738e-01,9.309701607516968069e-01
8.116476137377680589e-01,8.545751493859782277e-01,2.010957447261794151e-01,5.797657156990680960e-01
8.133917924608586869e-01,2.000853994450858542e-01,7.890071314508873002e-02,5.833216676582388960e-01
3.822750665360838962e-01,8.446554620394675084e-02,4.085184424138433856e-01,3.087170345251927239e-01
9.708032170612165279e-01,3.045152286178265388e-02,2.240910147559138643e-02,9.342724452181938588e-02
6.365733187750917121e-01,3.092006751639179152e-01,7.394412027658257003e-01,8.430709899772460547e-01
3.753724743127888619e-01,7.534757549500616935e-01,7.805420693143374500e-01,1.165488294395548019e-01
